,0,1,2,3,4,5
0,1.1096297180034973,1.2270974474189564,1.0760695665175082,1.2204157377963625,0.7878166847816562,35.508150976111914
1,1.7070709528541639,1.9320065655668612,1.610100791013165,1.898622755633662,0.9002107055662275,414.81824154356184
2,2.30118039505812,2.6188993192722965,2.128560822020242,2.624255499337975,0.9484984126203478,2356.408724539515
3,2.849187547708712,3.243987150696124,2.6055652846485695,3.1700338580937255,0.960461012908553,8903.711086589728
4,3.395280642562664,3.828018890434432,3.0633512671316754,3.75827666852426,0.9709166957490605,26401.702276567274
5,4.031968724500673,4.6204319169176316,3.647093099708743,4.5152719651006645,0.9799221777247452,67765.29835268279
6,4.657639788961911,5.245806563930221,4.205391356011472,5.226709232635686,0.9853566917205582,152621.5406047039
7,5.2005286385647835,5.862048496134066,4.66666458334987,5.857028669920236,0.9870468863296549,307086.0155786119
8,5.745005919553523,6.391503053007243,5.128016445118911,6.407128285990381,0.9912799979045218,574500.5919553525
9,6.316840147013708,7.050077517075881,5.621307138620182,7.0660143795909445,0.9912303159107982,1017333.4225167045
10,6.946472577989234,7.668705273441925,6.181500209785952,7.5892272082157675,0.9936943054887033,1728504.6645262174
11,7.506138138482217,8.233175516958125,6.667104416109543,8.295899328484062,0.993972414983505,2786976.5478514777
12,8.053031304400873,8.777256704820502,7.124856399269404,8.845373005605289,0.9944080053427075,4331113.508258096
13,8.641390877807563,9.447616542712778,7.636000736575819,9.359162471062879,0.9946019993684814,6562056.197835118
14,9.29679843357985,10.04914103349546,8.219542979494527,10.052966550008659,0.9970116996359166,9748399.714289425
15,9.80725634102783,10.649643213287511,8.657804570234404,10.65716568215002,0.9966321105056822,13924901.566602752
16,10.390910691683,11.247805605049052,9.160392757529397,11.292418048432534,0.9968089919580343,19634332.333862063
17,11.001281121035692,11.804892459712397,9.691836367052913,11.819318657590154,0.9973393184058125,27240261.182515368
18,11.568522694342446,12.453085249059637,10.19187308354496,12.464694681962401,0.9974497624199503,37019272.62189583
19,12.099704234271178,12.925773483980377,10.634129706643435,13.025829826665682,0.9979702500103887,49416414.16289115
20,12.686811402219805,13.570432650502383,11.146214909138514,13.677146296145214,0.9978871342691923,65383157.22044483
21,13.271324230125366,14.141361322287505,11.649983715695939,14.138717653981328,0.9979990065872104,85418794.80929779
22,13.863205874698517,14.816388007663823,12.180088819957218,14.898287220239421,0.998322931223793,110387495.81481543
23,14.445507252541681,15.351281947177437,12.683705579125974,15.337114217949777,0.998361442882103,141069406.7631024
24,14.962743088785238,15.874365959872767,13.113758031893308,15.941515914859684,0.9983809486507379,177777976.62925884
25,15.62601247183763,16.56659795481767,13.705200674999949,16.441943993967733,0.9988268370479854,224216199.7392383
26,16.155143172633945,17.110001715494356,14.15324983158053,17.109250460646205,0.9986590591753159,278035959.09371775
27,16.78651909178723,17.68925713226663,14.709182439117503,17.662655634370907,0.9988380636921348,344310794.28299254
28,17.32736149537538,18.31527605603938,15.16712203550238,18.119976399960635,0.9988465600123742,421054884.33762175
29,17.905280598723692,18.839544402164908,15.66680157928737,18.8006426384933,0.9989750183904214,512612981.9582312
30,18.452987260985882,19.221331625788753,16.14843885246463,19.37410011502139,0.9989906432860838,619179506.245617
31,19.023425019042012,19.921154252214777,16.634079363785673,19.979165503954945,0.9992162695257977,744489214.3262416
32,19.61015289933802,20.57810018616833,17.156692640355015,20.52239030801642,0.9989803410935035,890995611.6862521
33,20.161424618182743,21.08937915757942,17.613346973467326,21.07767484811547,0.9991328166893034,1058915823.6181166
34,20.78175219716518,21.64407337686741,18.158877647179946,21.782418678969776,0.9991594804982735,1256593085.9421763
35,21.345127579829523,22.253510481382776,18.649994388683908,22.226261520609103,0.9992605877656894,1480155609.0552127
36,21.914159667402927,22.84904563435673,19.139141477407478,22.751375116489807,0.999224674252385,1736372122.825495
37,22.517865240848373,23.381535613458436,19.666071424545336,23.330317961296952,0.9994195481358342,2031656354.5454867
38,23.083057913325064,23.81227430461791,20.147270606574796,23.85160266389844,0.9993812468630372,2363705130.324487
39,23.676774731298952,24.38750247436046,20.663274027571177,24.43231007207477,0.999435078897395,2743101172.3010926
40,24.27313243918913,25.054777622360056,21.192978811578055,25.17825748712507,0.9993517980100521,3172285582.9767914
41,24.79475898046123,25.612602856212874,21.63098424712556,25.646224409851058,0.9994420917953484,3645038912.277872
42,25.430513727584604,26.273567478257224,22.192169461727445,26.18570115639307,0.9994231852151934,4193904298.333417
43,26.027007614654188,26.889216010179126,22.721361297602748,26.7678529954023,0.9994740149198071,4802714914.492861
44,26.53463145951348,27.487691118950643,23.131173511541764,27.300758083953543,0.999531167052499,5465151662.464619
45,27.10378550839573,27.846819466286078,23.621967848820127,27.898048032606557,0.9995568952773755,6216117877.149518
46,27.759372608551534,28.578517964956628,24.217711260301805,28.5286996634329,0.9996023265928469,7073198289.849441
47,28.285218914201486,28.92877729723537,24.654945200533092,28.94921817766174,0.9996310006656874,7989874255.808576
48,28.82302180399607,29.539437864003748,25.119845901693854,29.42350255116874,0.9996509884847288,9007194313.74877
49,29.45415282847797,30.21961734750752,25.675709330187605,30.09744514894378,0.999524996665605,10162426472.63797
50,30.026219539187554,30.932150116795967,26.169570117550844,30.721059942268674,0.9995973529680903,11416089734.51629
51,30.598840237806968,31.440075353146074,26.658688204499963,31.26055557895722,0.9996871552624467,12796297078.477922
52,31.167823354472645,31.946801302034373,27.168378195411314,31.825526709929576,0.9996550740497909,14311174358.584194
53,31.761793143605868,32.360442616746305,27.666389948765186,32.42824205912883,0.9996401393823459,15985214211.158964
54,32.317256558356604,32.911726904378966,28.147686731641162,32.8043409607332,0.999637835124608,17798140099.831383
55,32.88724695482681,33.522699009656286,28.63861603984174,33.418554121250324,0.9996927607546815,19787995269.316727
56,33.50197444609227,34.13283825502944,29.177760980813986,34.0911273045805,0.9996849775100798,21989247669.05571
57,34.057872531995784,34.4424507617472,29.65796805282832,34.55088344895797,0.9996837944091597,24348800645.36844
